日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击
2025-09-16,828385611984,商品,云米热水器家用电热水器储水式卫生间洗澡速热出租房用50升X1,595,12,23.15,0.02017,1.93,38.91,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,1,0,,1,23.15,1,23.15,1,23.15,0.08333,,0,0.00,1,0,0,0,0.00,0,31,12,6,0.5,0,0,0.0521,19,3,0,,0,0.00,0,0,,,0.00,23,0.00,0.00,0
2025-09-16,825323478418,商品,云米鲲鹏油烟机家用厨房大吸力大风量抽油烟机单烟机,23,1,2.51,0.04348,2.51,109.13,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.04348,0,1,0,,0,0.00,0,0,,,0.00,2,0.00,0.00,0
2025-09-16,766129700011,商品,云米智能门锁人脸识别猫眼大屏指纹密码锁防盗家用智能锁Super2Y,20678,178,355.73,0.00861,2.00,17.20,0.00,0,0.00,0,0.00,0,2997.00,1009.00,4006.00,14,3,11,0.07865,11.26,25.41,10,10,0,0.05618,1,1,355.73,12,29.64,11,32.34,2,355.73,0.00562,35.57,39,46281.00,1,0,0,0,0.00,8,358,153,135,0.88235,0,0,0.01731,173,2,5,1,0,0.00,0,5,3,801.20,0.00,830,0.00,0.00,0
2025-09-16,743595234042,商品,云米滚筒洗衣机12KG超薄直驱全自动家用大容量洗烘一体Super 2Max,53,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-16,714696231559,商品,以旧换新补贴云米冰箱十字门大容量超薄零嵌入式冰箱风冷无霜500,5244,70,50.00,0.01335,0.71,9.53,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,1,1,0.02857,2,0,,4,12.50,4,12.50,2,25.00,0.02857,25.00,0,0.00,1,1,0,0,0.00,0,109,52,36,0.69231,0,0,0.02079,24,2,0,,0,0.00,0,0,,,0.00,47,0.00,0.00,0
2025-09-16,679863140859,商品,云米super油烟机厨房家用24m?大吸力大风量抽烟机顶侧三吸旗舰店,83,4,18.84,0.04819,4.71,226.99,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,7,4,2,0.5,0,0,0.08434,3,2,0,,0,0.00,0,0,,,0.00,2,0.00,0.00,0
2025-09-16,678410193065,商品,云米小蓝调电热水器60升3200W家用租房卫生间洗澡速热一级能效,318,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-16,678371690118,商品,云米电热水器50L升3200W家用速热触摸屏控制小蓝调,120,4,13.26,0.03333,3.32,110.50,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,26,2,0,0,0,0,0.21667,21,13,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-16,671890389960,商品,云米家用净水器ro反渗透净水机Super Y1200G管线机前置过滤器套餐,13340,63,122.60,0.00472,1.95,9.19,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,4,1,3,0.06349,1,0,,5,24.52,5,24.52,1,122.60,0.01587,30.65,0,0.00,1,0,0,0,0.00,0,131,62,54,0.87097,0,0,0.00982,17,2,0,,0,0.00,0,0,,,4.56,20,0.00,0.00,0
2025-09-16,656747298911,商品,云米10公斤超薄滚筒洗衣机除菌家用全自动洗烘干一体机Super2S,89,1,0.73,0.01124,0.73,8.20,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.01124,0,1,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-16,655513921354,商品,【超值套装】云米油烟机家用大吸力侧吸抽油烟机厨房净油烟旗舰店,588,21,77.24,0.03571,3.68,131.36,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.04762,0,0,,1,77.24,1,77.24,0,,0,77.24,0,0.00,0,0,0,0,0.00,0,46,19,12,0.63158,0,0,0.07823,24,2,0,,0,0.00,0,0,,,16.38,42,0.00,0.00,0
2025-09-16,628098391023,商品,[超薄嵌入]云米滚筒洗衣机10公斤大容量全自动家用洗烘一体机m1,102,4,2.13,0.03922,0.53,20.88,0.00,0,0.00,0,0.00,0,0.00,2599.00,2599.00,1,0,1,0.25,1220.19,2.13,0,0,0,0,0,0,,0,,0,,0,,0,,1,3999.00,0,0,0,0,0.00,1,21,4,4,1,0,0,0.20588,17,5,1,1,0,0.00,0,1,1,2599.00,0.00,92,0.00,0.00,0
2025-09-16,625597690034,商品,云米净水器小蓝调600G+反渗透RO净水机家用直饮厨房已接入米家APP,1550,85,441.60,0.05484,5.20,284.90,0.00,0,0.00,0,0.00,0,5394.00,0.00,5394.00,6,6,0,0.07059,12.21,73.60,14,13,1,0.16471,1,0,,15,29.44,15,29.44,1,441.60,0.01176,31.54,10,24990.00,1,0,0,0,0.00,10,263,72,57,0.79167,0,0,0.16968,176,4,5,1,0,0.00,0,5,1,1078.80,951.75,941,0.00,0.00,0
2025-09-16,622906064684,商品,云米蓝调2节能燃气热水器13L智能恒温家用洗澡防冻已接入米家APP,9137,137,158.81,0.01499,1.16,17.38,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,1,1,0.0146,1,0,,3,52.94,3,52.94,1,158.81,0.0073,79.41,0,0.00,0,1,0,0,0.00,2,298,119,91,0.76471,0,0,0.03261,62,3,0,,0,0.00,0,0,,,0.00,71,0.00,0.00,0
2025-09-16,618018564033,商品,云米智能马桶泡沫盾座便器虹吸座圈恒温小鲸鱼2正品官方旗舰店,0,0,0.00,,,,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-16,608854445255,商品,云米燃气热水器家用洗澡16升恒温零冷水天然气热水器Zero,406,6,13.12,0.01478,2.19,32.32,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,0,1,0.16667,0,0,,1,13.12,1,13.12,0,,0,13.12,0,0.00,0,0,0,0,0.00,0,11,6,5,0.83333,0,0,0.02709,5,2,0,,0,0.00,0,0,,,0.00,6,0.00,0.00,0
2025-09-16,606905855126,商品,云米Air电热水器扁桶双胆家用小户型速热储水式洗澡即热智控60升,2117,12,30.61,0.00567,2.55,14.46,0.00,0,0.00,0,0.00,0,799.00,0.00,799.00,1,1,0,0.08333,26.10,30.61,0,0,0,0,0,0,,0,,0,,0,,0,,1,4999.00,0,0,0,0,0.00,0,27,9,4,0.44444,0,0,0.01275,13,3,1,1,0,0.00,0,1,1,799.00,0.00,47,0.00,0.00,0
2025-09-16,604198801818,商品,【旗舰爆款】云米厨房垃圾处理器家用厨余垃圾粉碎机厨余搅碎机,251,22,90.86,0.08765,4.13,361.99,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,3,3,0,0.13636,0,0,,3,30.29,3,30.29,0,,0,30.29,0,0.00,0,0,0,0,0.00,1,37,21,20,0.95238,0,0,0.14741,15,2,0,,0,0.00,0,0,,,15.94,32,0.00,0.00,0
2025-09-16,578994373748,商品,云米电热水器1A热水器洗澡家用60升速热一级能效节能省电电热水器,789,8,15.18,0.01014,1.90,19.24,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,12,6,3,0.5,0,0,0.01521,4,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-15,968448838463,商品,云米鲲鹏净热净水器直饮家用净水加热一体MR1051R复合一体芯RO膜,2889,130,50.00,0.045,0.38,17.31,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,3,0,,3,16.67,3,16.67,3,16.67,0.02308,,0,0.00,3,0,0,0,0.00,0,176,124,109,0.87903,0,0,0.06092,21,1,0,,0,0.00,0,0,,,0.00,167,0.00,0.00,0
2025-09-15,962045858112,商品,[政府补贴]云米白富镁净水器昆仑4Pro弱碱反渗透RO膜直饮弱碱矿泉,12795,325,1122.88,0.0254,3.46,87.76,0.00,0,0.00,0,0.00,0,0.00,10.00,10.00,10,0,10,0.03077,0.01,112.29,20,14,6,0.06154,22,3,374.29,45,24.95,42,26.74,25,51.04,0.06769,56.14,13,7607.00,20,2,0,0,0.00,11,894,298,242,0.81208,0,0,0.06987,465,3,1,1,0,0.00,0,1,10,10.00,29.48,445,0.00,0.00,0
2025-09-15,943337811298,商品,云米掌静脉智能门锁猫眼大屏人脸识别家用指纹锁电子锁蓝调2a pro,4389,73,230.58,0.01663,3.16,52.54,0.00,0,0.00,0,0.00,0,0.00,582.00,582.00,1,0,1,0.0137,2.52,230.58,2,2,0,0.0274,0,0,,2,115.29,2,115.29,0,,0,115.29,1,582.00,0,0,0,0,0.00,4,163,68,51,0.75,0,0,0.03714,78,2,0,0,0,0.00,0,1,1,582.00,19.54,183,0.00,0.00,0
2025-09-15,935542865349,商品,云米昆仑4Pro弱碱净水器矿物质水1400G家用厨下直饮母婴APP智控,12964,206,553.35,0.01589,2.69,42.68,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,16,13,3,0.07767,16,1,553.35,33,16.77,32,17.29,17,34.58,0.07767,34.58,0,0.00,16,0,0,0,0.00,5,464,178,133,0.74719,0,0,0.03579,197,3,0,,0,0.00,0,0,,,0.00,393,0.00,0.00,0
2025-09-15,928309516277,商品,云米鲲鹏Pro抽油烟机28m?大吸力厨房顶吸式家用新款以旧换新补贴,10974,113,302.23,0.0103,2.67,27.54,0.00,0,0.00,0,0.00,0,0.00,299.00,299.00,1,0,1,0.00885,0.99,302.23,5,1,4,0.04425,2,0,,7,43.18,7,43.18,2,151.12,0.0177,60.45,3,7297.00,1,1,0,0,0.00,8,384,90,71,0.78889,0,0,0.03499,216,4,1,1,0,0.00,0,1,1,299.00,3.33,300,0.00,0.00,0
2025-09-15,917091926716,商品,云米昆仑4矿泉制冰净水器制冷即热冰块一体直饮水家用台式净饮机,2174,38,100.00,0.01748,2.63,46.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,1,0,,1,100.00,1,100.00,1,100.00,0.02632,,0,0.00,1,0,0,0,0.00,2,62,34,26,0.76471,0,0,0.02852,24,2,0,,0,0.00,0,0,,,0.00,23,0.00,0.00,0
2025-09-15,913043253833,商品,云米大黑翼24m?油烟机大吸力顶侧三吸吸油烟家用抽油烟机自清洁,9881,55,49.75,0.00557,0.90,5.03,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,2,0,0.03636,0,0,,2,24.88,2,24.88,0,,0,24.88,0,0.00,0,0,0,0,0.00,1,188,78,72,0.92308,0,0,0.01903,22,2,0,,0,0.00,0,0,,,0.00,13,0.00,0.00,0
2025-09-15,902116631708,商品,云米矿泉台式净饮机即热式饮水机直饮家用矿化加热一体机净水器,5615,114,292.28,0.0203,2.56,52.05,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,7,6,1,0.0614,0,0,,7,41.75,7,41.75,0,,0,41.75,0,0.00,0,0,0,0,0.00,3,236,89,81,0.91011,0,0,0.04203,80,3,0,,0,0.00,0,0,,,0.00,242,0.00,0.00,0
2025-09-15,884624431355,商品,云米智能门锁家用密码锁指纹锁电子门锁防盗门正品官方旗舰店正品,3690,76,209.24,0.0206,2.75,56.70,0.00,0,0.00,0,0.00,0,0.00,729.00,729.00,1,0,1,0.01316,3.48,209.24,7,6,1,0.09211,2,0,,9,23.25,9,23.25,2,104.62,0.02632,29.89,1,2999.00,2,0,0,0,0.00,3,175,67,44,0.65672,0,0,0.04743,85,3,1,1,0,0.00,0,1,1,729.00,83.00,365,0.00,0.00,0
2025-09-15,876096115017,商品,云米智能门锁猫眼可视指纹锁防盗门家用密码锁蓝调2a pro电子锁,10030,157,311.92,0.01565,1.99,31.10,0.00,0,0.00,0,0.00,0,899.00,1998.00,2897.00,3,1,2,0.01911,9.29,103.97,13,6,7,0.0828,5,0,,18,17.33,18,17.33,5,62.38,0.03185,23.99,4,6296.00,4,1,0,0,0.00,10,411,151,125,0.82781,0,0,0.04098,224,3,3,1,0,0.00,0,3,1,965.67,426.14,1751,0.00,0.00,0
2025-09-15,867339045616,商品,云米智能马桶零压冲水脚踢感应翻盖泡沫盾小鲸鱼2pro官方旗舰店,1690,28,100.00,0.01657,3.57,59.17,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,43,28,26,0.92857,0,0,0.02544,6,2,0,,0,0.00,0,0,,,0.00,4,0.00,0.00,0
2025-09-15,859596092874,商品,云米智能门锁3D人脸智能门锁电子指纹锁家用防盗密码锁蓝调2a pro,5234,151,457.69,0.02885,3.03,87.45,0.00,0,0.00,0,0.00,0,1798.00,0.00,1798.00,2,2,0,0.01325,3.93,228.85,8,6,2,0.05298,6,0,,14,32.69,14,32.69,6,76.28,0.03974,57.21,2,3198.00,6,0,0,0,0.00,8,337,169,147,0.86982,0,0,0.06439,113,2,2,1,0,0.00,0,2,1,899.00,15.24,1330,0.00,0.00,0
2025-09-15,839274619649,商品,云米昆仑3Pro矿泉即热净水器1000G鲜热净饮机母婴直饮RO膜反渗透,2781,53,70.84,0.01906,1.34,25.47,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,1,70.84,1,70.84,0,,1,,0,,0,0.00,0,0,0,0,0.00,4,174,65,61,0.93846,0,0,0.06257,33,3,0,,0,0.00,0,0,,,0.00,13,0.00,0.00,0
2025-09-15,837518155964,商品,[1.11洗净比]云米洗衣机滚筒家用全自动超薄10kg大容量[除菌除螨],8,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-15,831641379841,商品,云米昆仑Super 2E 1000G矿泉净水器RO膜厨房自来水过滤器矿物质,714,14,77.39,0.01961,5.53,108.39,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,98,13,8,0.61538,0,0,0.13725,84,8,0,,0,0.00,0,0,,,0.00,9,0.00,0.00,0
2025-09-15,828385611984,商品,云米热水器家用电热水器储水式卫生间洗澡速热出租房用50升X1,241,6,14.23,0.0249,2.37,59.05,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,32,6,5,0.83333,0,0,0.13278,26,5,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-15,825323478418,商品,云米鲲鹏油烟机家用厨房大吸力大风量抽油烟机单烟机,25,2,9.30,0.08,4.65,372.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.5,0,0,,1,9.30,1,9.30,0,,0,9.30,0,0.00,0,0,0,0,0.00,0,17,2,2,1,0,0,0.68,15,9,0,,0,0.00,0,0,,,0.00,25,0.00,0.00,0
2025-09-15,766129700011,商品,云米智能门锁人脸识别猫眼大屏指纹密码锁防盗家用智能锁Super2Y,13682,150,280.43,0.01096,1.87,20.50,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,6,4,2,0.04,0,0,,6,46.74,6,46.74,0,,0,46.74,2,6321.00,0,0,0,0,0.00,6,289,136,116,0.85294,0,0,0.02112,139,2,0,,0,0.00,0,0,,,32.48,195,0.00,0.00,0
2025-09-15,743595234042,商品,云米滚筒洗衣机12KG超薄直驱全自动家用大容量洗烘一体Super 2Max,81,4,2.20,0.04938,0.55,27.16,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,4,4,3,0.75,0,0,0.04938,0,1,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-15,714696231559,商品,以旧换新补贴云米冰箱十字门大容量超薄零嵌入式冰箱风冷无霜500,4621,76,48.32,0.01645,0.64,10.46,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,4,2,2,0.05263,4,0,,8,6.04,8,6.04,4,12.08,0.05263,12.08,0,0.00,2,2,0,0,0.00,0,89,58,43,0.74138,0,0,0.01926,12,2,0,,0,0.00,0,0,,,0.00,49,0.00,0.00,0
2025-09-15,679863140859,商品,云米super油烟机厨房家用24m?大吸力大风量抽烟机顶侧三吸旗舰店,85,1,2.83,0.01176,2.83,33.29,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,0,0,0,0,0.01176,0,1,0,,0,0.00,0,0,,,0.00,7,0.00,0.00,0
2025-09-15,678410193065,商品,云米小蓝调电热水器60升3200W家用租房卫生间洗澡速热一级能效,419,5,19.28,0.01193,3.86,46.01,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,7,3,3,1,0,0,0.01671,2,2,0,,0,0.00,0,0,,,0.00,3,0.00,0.00,0
2025-09-15,678371690118,商品,云米电热水器50L升3200W家用速热触摸屏控制小蓝调,189,3,5.94,0.01587,1.98,31.43,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,5,3,2,0.66667,0,0,0.02646,2,2,0,,0,0.00,0,0,,,0.00,5,0.00,0.00,0
2025-09-15,671890389960,商品,云米家用净水器ro反渗透净水机Super Y1200G管线机前置过滤器套餐,912,10,102.31,0.01096,10.23,112.18,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.1,0,2,51.16,3,34.10,1,102.31,2,,0,102.31,0,0.00,0,0,0,0,0.00,2,93,9,5,0.55556,0,0,0.10197,84,10,0,,0,0.00,0,0,,,0.16,69,0.00,0.00,0
2025-09-15,656747298911,商品,云米10公斤超薄滚筒洗衣机除菌家用全自动洗烘干一体机Super2S,198,6,3.66,0.0303,0.61,18.48,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,11,6,5,0.83333,0,0,0.05556,5,2,0,,0,0.00,0,0,,,0.00,2,0.00,0.00,0
2025-09-15,655513921354,商品,【超值套装】云米油烟机家用大吸力侧吸抽油烟机厨房净油烟旗舰店,401,8,42.26,0.01995,5.28,105.39,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,13,7,3,0.42857,0,0,0.03242,4,2,0,,0,0.00,0,0,,,0.00,9,0.00,0.00,0
2025-09-15,625597690034,商品,云米净水器小蓝调600G+反渗透RO净水机家用直饮厨房已接入米家APP,1472,86,453.32,0.05842,5.27,307.96,0.00,0,0.00,0,0.00,0,5524.00,0.00,5524.00,6,6,0,0.06977,12.19,75.55,3,2,1,0.03488,3,1,453.32,7,64.76,6,75.55,4,151.11,0.03488,151.11,11,27489.00,3,0,0,0,0.00,12,230,62,38,0.6129,0,0,0.15625,143,4,5,1,0,0.00,0,5,1,1104.80,999.45,1542,0.00,0.00,0
2025-09-15,622906064684,商品,云米蓝调2节能燃气热水器13L智能恒温家用洗澡防冻已接入米家APP,6105,64,94.54,0.01048,1.48,15.49,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,1,1,0.03125,0,0,,2,47.27,2,47.27,0,,0,47.27,0,0.00,0,0,0,0,0.00,2,126,62,47,0.75806,0,0,0.02064,39,2,0,,0,0.00,0,0,,,386.18,216,0.00,0.00,0
2025-09-15,618018564033,商品,云米智能马桶泡沫盾座便器虹吸座圈恒温小鲸鱼2正品官方旗舰店,3,1,3.60,0.33333,3.60,1200.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,6,1,1,1,0,0,2,5,6,0,,0,0.00,0,0,,,3.33,2,0.00,0.00,0
2025-09-15,608854445255,商品,云米燃气热水器家用洗澡16升恒温零冷水天然气热水器Zero,303,5,12.94,0.0165,2.59,42.71,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,24,4,2,0.5,0,0,0.07921,19,6,0,,0,0.00,0,0,,,0.00,7,0.00,0.00,0
2025-09-15,606905855126,商品,云米Air电热水器扁桶双胆家用小户型速热储水式洗澡即热智控60升,1415,12,16.54,0.00848,1.38,11.69,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,1,0,,1,16.54,1,16.54,1,16.54,0.08333,,0,0.00,1,0,0,0,0.00,0,29,10,9,0.9,0,0,0.02049,13,3,0,,0,0.00,0,0,,,0.00,22,0.00,0.00,0
2025-09-15,604198801818,商品,【旗舰爆款】云米厨房垃圾处理器家用厨余垃圾粉碎机厨余搅碎机,140,14,46.88,0.1,3.35,334.86,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.07143,0,0,,1,46.88,1,46.88,0,,0,46.88,0,0.00,0,0,0,0,0.00,1,18,13,10,0.76923,0,0,0.12857,4,1,0,,0,0.00,0,0,,,3.64,221,0.00,0.00,0
2025-09-15,578994373748,商品,云米电热水器1A热水器洗澡家用60升速热一级能效节能省电电热水器,1106,11,24.19,0.00995,2.20,21.87,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,27,8,5,0.625,0,0,0.02441,15,3,0,,0,0.00,0,0,,,0.00,2,0.00,0.00,0
2025-09-14,968448838463,商品,云米鲲鹏净热净水器直饮家用净水加热一体MR1051R复合一体芯RO膜,1629,121,48.82,0.07428,0.40,29.97,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,1,1,48.82,2,24.41,1,48.82,2,48.82,0.00826,,0,0.00,1,0,0,0,0.00,0,167,118,105,0.88983,0,0,0.10252,24,1,0,,0,0.00,0,0,,,0.00,171,0.00,0.00,0
2025-09-14,962045858112,商品,[政府补贴]云米白富镁净水器昆仑4Pro弱碱反渗透RO膜直饮弱碱矿泉,10014,254,1110.01,0.02536,4.37,110.85,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,23,21,2,0.09055,15,3,370.00,41,27.07,38,29.21,18,74.00,0.05906,48.26,1,6999.00,14,1,0,0,0.00,12,688,246,204,0.82927,0,0,0.0687,385,3,0,,0,0.00,0,0,,,3.40,987,0.00,0.00,0
2025-09-14,943337811298,商品,云米掌静脉智能门锁猫眼大屏人脸识别家用指纹锁电子锁蓝调2a pro,3657,59,200.59,0.01613,3.40,54.85,0.00,0,0.00,0,0.00,0,1249.00,899.00,2148.00,2,1,1,0.0339,10.71,100.30,1,0,1,0.01695,2,0,,3,66.86,3,66.86,2,100.30,0.0339,200.59,2,3298.00,2,0,0,0,0.00,5,147,58,45,0.77586,0,0,0.0402,80,3,2,1,0,0.00,0,2,1,1074.00,420.68,1527,0.00,0.00,0
2025-09-14,935542865349,商品,云米昆仑4Pro弱碱净水器矿物质水1400G家用厨下直饮母婴APP智控,11471,209,599.74,0.01822,2.87,52.28,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,20,20,0,0.09569,10,0,,30,19.99,30,19.99,10,59.97,0.04785,29.99,1,6299.00,10,0,0,0,0.00,5,563,214,168,0.78505,0,0,0.04908,208,3,0,,0,0.00,0,0,,,0.00,174,0.00,0.00,0
2025-09-14,928309516277,商品,云米鲲鹏Pro抽油烟机28m?大吸力厨房顶吸式家用新款以旧换新补贴,15808,136,307.81,0.0086,2.26,19.47,0.00,0,0.00,0,0.00,0,2711.00,2798.00,5509.00,3,1,2,0.02206,17.90,102.60,3,1,2,0.02206,1,0,,4,76.95,4,76.95,1,307.81,0.00735,102.60,3,9197.00,1,0,0,0,0.00,5,438,143,119,0.83217,0,0,0.02771,258,3,1,1,0,0.00,0,1,3,5509.00,0.00,1228,0.00,0.00,0
2025-09-14,917091926716,商品,云米昆仑4矿泉制冰净水器制冷即热冰块一体直饮水家用台式净饮机,1424,45,100.00,0.0316,2.22,70.22,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.02222,1,0,,2,50.00,2,50.00,1,100.00,0.02222,100.00,0,0.00,1,0,0,0,0.00,2,77,41,34,0.82927,0,0,0.05407,33,2,0,,0,0.00,0,0,,,0.00,67,0.00,0.00,0
