日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击
2025-09-14,913043253833,商品,云米大黑翼24m?油烟机大吸力顶侧三吸吸油烟家用抽油烟机自清洁,9948,53,42.48,0.00533,0.80,4.27,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,1,1,0.03774,0,1,42.48,3,14.16,2,21.24,1,,0,21.24,0,0.00,0,0,0,0,0.00,1,200,77,69,0.8961,0,0,0.0201,30,3,0,,0,0.00,0,0,,,404.16,96,0.00,0.00,0
2025-09-14,902116631708,商品,云米矿泉台式净饮机即热式饮水机直饮家用矿化加热一体机净水器,8557,253,300.00,0.02957,1.19,35.06,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,7,5,2,0.02767,2,0,,9,33.33,9,33.33,2,150.00,0.00791,42.86,0,0.00,2,0,0,0,0.00,0,556,180,171,0.95,0,0,0.06498,48,3,0,,0,0.00,0,0,,,0.00,334,0.00,0.00,0
2025-09-14,884624431355,商品,云米智能门锁家用密码锁指纹锁电子门锁防盗门正品官方旗舰店正品,4695,81,211.43,0.01725,2.61,45.03,0.00,0,0.00,0,0.00,0,999.00,0.00,999.00,1,1,0,0.01235,4.72,211.43,4,4,0,0.04938,2,0,,6,35.24,6,35.24,2,105.72,0.02469,52.86,1,1499.00,2,0,0,0,0.00,5,156,74,62,0.83784,0,0,0.03323,56,2,1,1,0,0.00,0,1,1,999.00,196.14,636,0.00,0.00,0
2025-09-14,876096115017,商品,云米智能门锁猫眼可视指纹锁防盗门家用密码锁蓝调2a pro电子锁,4554,113,409.66,0.02481,3.63,89.96,0.00,0,0.00,0,0.00,0,899.00,899.00,1798.00,2,1,1,0.0177,4.39,204.83,8,8,0,0.0708,6,0,,14,29.26,14,29.26,6,68.28,0.0531,51.21,5,7295.00,6,0,0,0,0.00,4,213,102,89,0.87255,0,0,0.04677,70,2,2,1,0,0.00,0,2,1,899.00,193.00,1621,0.00,0.00,0
2025-09-14,867339045616,商品,云米智能马桶零压冲水脚踢感应翻盖泡沫盾小鲸鱼2pro官方旗舰店,1819,32,100.00,0.01759,3.13,54.98,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,37,31,28,0.90323,0,0,0.02034,6,1,0,,0,0.00,0,0,,,0.00,5,0.00,0.00,0
2025-09-14,859596092874,商品,云米智能门锁3D人脸智能门锁电子指纹锁家用防盗密码锁蓝调2a pro,7601,157,458.98,0.02066,2.92,60.38,0.00,0,0.00,0,0.00,0,899.00,0.00,899.00,1,1,0,0.00637,1.96,458.98,10,4,6,0.06369,3,0,,13,35.31,13,35.31,3,152.99,0.01911,45.90,3,4797.00,3,0,0,0,0.00,9,351,158,131,0.82911,0,0,0.04618,159,2,1,1,0,0.00,0,1,1,899.00,58.45,1254,0.00,0.00,0
2025-09-14,839274619649,商品,云米昆仑3Pro矿泉即热净水器1000G鲜热净饮机母婴直饮RO膜反渗透,1701,34,51.93,0.01999,1.53,30.53,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,103,37,32,0.86486,0,0,0.06055,43,3,0,,0,0.00,0,0,,,0.00,9,0.00,0.00,0
2025-09-14,831641379841,商品,云米昆仑Super 2E 1000G矿泉净水器RO膜厨房自来水过滤器矿物质,659,14,80.85,0.02124,5.78,122.69,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,31,12,9,0.75,0,0,0.04704,17,3,0,,0,0.00,0,0,,,0.00,13,0.00,0.00,0
2025-09-14,828385611984,商品,云米热水器家用电热水器储水式卫生间洗澡速热出租房用50升X1,562,6,9.47,0.01068,1.58,16.85,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.16667,0,0,,1,9.47,1,9.47,0,,0,9.47,0,0.00,0,0,0,0,0.00,2,47,6,6,1,0,0,0.08363,41,8,0,,0,0.00,0,0,,,0.00,59,0.00,0.00,0
2025-09-14,825323478418,商品,云米鲲鹏油烟机家用厨房大吸力大风量抽油烟机单烟机,34,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-14,766129700011,商品,云米智能门锁人脸识别猫眼大屏指纹密码锁防盗家用智能锁Super2Y,17631,162,301.71,0.00919,1.86,17.11,0.00,0,0.00,0,0.00,0,999.00,0.00,999.00,1,1,0,0.00617,3.31,301.71,2,2,0,0.01235,5,0,,7,43.10,7,43.10,5,60.34,0.03086,150.86,1,1599.00,5,0,0,0,0.00,1,322,150,126,0.84,0,0,0.01826,152,2,1,1,0,0.00,0,1,1,999.00,628.48,1078,0.00,0.00,0
2025-09-14,743595234042,商品,云米滚筒洗衣机12KG超薄直驱全自动家用大容量洗烘一体Super 2Max,468,5,3.41,0.01068,0.68,7.29,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,9,5,5,1,0,0,0.01923,4,2,0,,0,0.00,0,0,,,0.00,7,0.00,0.00,0
2025-09-14,714696231559,商品,以旧换新补贴云米冰箱十字门大容量超薄零嵌入式冰箱风冷无霜500,3869,61,50.00,0.01577,0.82,12.92,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,4,3,1,0.06557,4,0,,8,6.25,8,6.25,4,12.50,0.06557,12.50,0,0.00,2,2,0,0,0.00,0,82,48,37,0.77083,0,0,0.02119,19,2,0,,0,0.00,0,0,,,0.00,69,0.00,0.00,0
2025-09-14,679863140859,商品,云米super油烟机厨房家用24m?大吸力大风量抽烟机顶侧三吸旗舰店,153,1,0.44,0.00654,0.44,2.88,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,1,1,1,0,0,0.01961,2,3,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-14,678410193065,商品,云米小蓝调电热水器60升3200W家用租房卫生间洗澡速热一级能效,842,4,10.42,0.00475,2.61,12.38,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,0,1,0.25,0,0,,1,10.42,1,10.42,0,,0,10.42,0,0.00,0,0,0,0,0.00,0,15,4,4,1,0,0,0.01781,11,4,0,,0,0.00,0,0,,,0.00,84,0.00,0.00,0
2025-09-14,678371690118,商品,云米电热水器50L升3200W家用速热触摸屏控制小蓝调,287,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-14,671890389960,商品,云米家用净水器ro反渗透净水机Super Y1200G管线机前置过滤器套餐,1221,27,143.37,0.02211,5.31,117.42,0.00,0,0.00,0,0.00,0,0.00,896.00,896.00,4,0,4,0.14815,6.25,35.84,7,2,5,0.25926,0,0,,7,20.48,7,20.48,0,,0,20.48,4,896.00,0,0,0,0,0.00,5,111,23,16,0.69565,0,0,0.09091,83,5,1,1,0,0.00,0,1,4,896.00,15.50,45,0.00,0.00,0
2025-09-14,656747298911,商品,云米10公斤超薄滚筒洗衣机除菌家用全自动洗烘干一体机Super2S,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-14,655513921354,商品,【超值套装】云米油烟机家用大吸力侧吸抽油烟机厨房净油烟旗舰店,245,10,53.39,0.04082,5.34,217.92,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,26,9,6,0.66667,0,0,0.10612,16,3,0,,0,0.00,0,0,,,0.00,2,0.00,0.00,0
2025-09-14,625597690034,商品,云米净水器小蓝调600G+反渗透RO净水机家用直饮厨房已接入米家APP,1915,81,457.35,0.0423,5.65,238.83,0.00,0,0.00,0,0.00,0,2827.00,0.00,2827.00,3,3,0,0.03704,6.18,152.45,13,9,4,0.16049,2,0,,15,30.49,15,30.49,2,228.68,0.02469,35.18,4,8496.00,2,0,0,0,0.00,7,276,64,47,0.73438,0,0,0.14413,191,4,3,1,0,0.00,0,3,1,942.33,1053.22,832,0.00,0.00,0
2025-09-14,622906064684,商品,云米蓝调2节能燃气热水器13L智能恒温家用洗澡防冻已接入米家APP,8340,92,103.00,0.01103,1.12,12.35,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.01087,0,0,,1,103.00,1,103.00,0,,0,103.00,1,1299.00,0,0,0,0,0.00,3,250,97,82,0.84536,0,0,0.02998,39,3,0,,0,0.00,0,0,,,10.77,104,0.00,0.00,0
2025-09-14,618018564033,商品,云米智能马桶泡沫盾座便器虹吸座圈恒温小鲸鱼2正品官方旗舰店,11,2,3.42,0.18182,1.71,310.91,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.5,0,0,,1,3.42,1,3.42,0,,0,3.42,0,0.00,0,0,0,0,0.00,0,3,2,2,1,0,0,0.27273,1,2,0,,0,0.00,0,0,,,6.65,15,0.00,0.00,0
2025-09-14,608854445255,商品,云米燃气热水器家用洗澡16升恒温零冷水天然气热水器Zero,702,8,9.95,0.0114,1.24,14.17,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,14,8,6,0.75,0,0,0.01994,3,2,0,,0,0.00,0,0,,,0.00,28,0.00,0.00,0
2025-09-14,606905855126,商品,云米Air电热水器扁桶双胆家用小户型速热储水式洗澡即热智控60升,2786,14,10.07,0.00503,0.72,3.61,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,64,19,15,0.78947,0,0,0.02297,15,3,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-14,604198801818,商品,【旗舰爆款】云米厨房垃圾处理器家用厨余垃圾粉碎机厨余搅碎机,115,11,44.32,0.09565,4.03,385.39,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,2,0,0.18182,0,0,,2,22.16,2,22.16,0,,0,22.16,0,0.00,0,0,0,0,0.00,0,17,11,11,1,0,0,0.14783,5,2,0,,0,0.00,0,0,,,0.18,71,0.00,0.00,0
2025-09-14,578994373748,商品,云米电热水器1A热水器洗澡家用60升速热一级能效节能省电电热水器,1933,14,39.76,0.00724,2.84,20.57,0.00,0,0.00,0,0.00,0,699.00,0.00,699.00,1,1,0,0.07143,17.58,39.76,1,1,0,0.07143,1,0,,2,19.88,2,19.88,1,39.76,0.07143,39.76,2,3998.00,1,0,0,0,0.00,6,71,13,9,0.69231,0,0,0.03673,57,5,1,1,0,0.00,0,1,1,699.00,0.00,635,0.00,0.00,0
2025-09-13,968448838463,商品,云米鲲鹏净热净水器直饮家用净水加热一体MR1051R复合一体芯RO膜,1474,93,48.90,0.06309,0.53,33.18,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.01075,3,0,,4,12.23,4,12.23,3,16.30,0.03226,48.90,0,0.00,3,0,0,0,0.00,0,136,93,86,0.92473,0,0,0.09227,8,1,0,,0,0.00,0,0,,,0.00,342,0.00,0.00,0
2025-09-13,962045858112,商品,[政府补贴]云米白富镁净水器昆仑4Pro弱碱反渗透RO膜直饮弱碱矿泉,5674,223,1106.73,0.0393,4.96,195.05,0.00,0,0.00,0,0.00,0,0.00,4760.00,4760.00,3,0,3,0.01345,4.30,368.91,27,19,8,0.12108,9,1,1106.73,37,29.91,36,30.74,10,122.97,0.04036,40.99,6,28165.00,9,0,0,0,0.00,19,739,211,167,0.79147,0,0,0.13024,477,4,3,1,1,199.00,1,3,1,1586.67,111.83,1197,0.00,0.00,0
2025-09-13,943337811298,商品,云米掌静脉智能门锁猫眼大屏人脸识别家用指纹锁电子锁蓝调2a pro,3755,46,133.58,0.01225,2.90,35.57,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,2,0,0.04348,0,0,,2,66.79,2,66.79,0,,0,66.79,0,0.00,0,0,0,0,0.00,0,76,48,40,0.83333,0,0,0.02024,22,2,0,,0,0.00,0,0,,,6.89,153,0.00,0.00,0
2025-09-13,935542865349,商品,云米昆仑4Pro弱碱净水器矿物质水1400G家用厨下直饮母婴APP智控,11739,223,613.83,0.019,2.75,52.29,0.00,0,0.00,0,0.00,0,3239.00,4999.00,8238.00,2,1,1,0.00897,13.42,306.92,30,28,2,0.13453,13,3,204.61,46,13.34,43,14.28,16,47.22,0.0583,20.46,3,19720.00,13,0,0,0,0.00,7,575,224,177,0.79018,0,0,0.04898,228,3,2,1,0,0.00,0,2,1,4119.00,3.38,1305,0.00,0.00,0
2025-09-13,928309516277,商品,云米鲲鹏Pro抽油烟机28m?大吸力厨房顶吸式家用新款以旧换新补贴,9447,114,314.87,0.01207,2.76,33.33,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,23,20,3,0.20175,2,0,,25,12.59,25,12.59,2,157.44,0.01754,13.69,0,0.00,2,0,0,0,0.00,6,409,114,87,0.76316,0,0,0.04329,257,4,0,,0,0.00,0,0,,,10.08,393,0.00,0.00,0
2025-09-13,917091926716,商品,云米昆仑4矿泉制冰净水器制冷即热冰块一体直饮水家用台式净饮机,1133,35,100.00,0.03089,2.86,88.26,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,3,3,0,0.08571,0,0,,3,33.33,3,33.33,0,,0,33.33,0,0.00,0,0,0,0,0.00,0,62,33,31,0.93939,0,0,0.05472,27,2,0,,0,0.00,0,0,,,0.00,48,0.00,0.00,0
2025-09-13,913043253833,商品,云米大黑翼24m?油烟机大吸力顶侧三吸吸油烟家用抽油烟机自清洁,6920,52,42.93,0.00751,0.83,6.20,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,179,79,75,0.94937,0,0,0.02587,17,2,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-13,902116631708,商品,云米矿泉台式净饮机即热式饮水机直饮家用矿化加热一体机净水器,4837,102,294.48,0.02109,2.89,60.88,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,8,8,0,0.07843,0,0,,8,36.81,8,36.81,0,,0,36.81,1,2299.00,0,0,0,0,0.00,4,215,83,75,0.90361,0,0,0.04445,75,3,0,,0,0.00,0,0,,,0.00,320,0.00,0.00,0
2025-09-13,884624431355,商品,云米智能门锁家用密码锁指纹锁电子门锁防盗门正品官方旗舰店正品,3940,79,219.02,0.02005,2.77,55.59,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,7,6,1,0.08861,4,0,,11,19.91,11,19.91,4,54.76,0.05063,31.29,0,0.00,4,0,0,0,0.00,3,170,71,50,0.70423,0,0,0.04315,82,2,0,,0,0.00,0,0,,,91.93,258,0.00,0.00,0
2025-09-13,876096115017,商品,云米智能门锁猫眼可视指纹锁防盗门家用密码锁蓝调2a pro电子锁,3703,97,352.55,0.02619,3.63,95.21,0.00,0,0.00,0,0.00,0,0.00,8794.00,8794.00,5,0,5,0.05155,24.94,70.51,7,6,1,0.07216,4,0,,11,32.05,11,32.05,4,88.14,0.04124,50.36,5,21094.00,4,0,0,0,0.00,7,186,90,80,0.88889,0,0,0.05023,68,2,0,0,0,0.00,0,1,5,8794.00,936.65,2466,0.00,0.00,0
2025-09-13,867339045616,商品,云米智能马桶零压冲水脚踢感应翻盖泡沫盾小鲸鱼2pro官方旗舰店,2318,36,100.00,0.01553,2.78,43.14,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,46,36,36,1,0,0,0.01984,7,1,0,,0,0.00,0,0,,,0.00,27,0.00,0.00,0
2025-09-13,859596092874,商品,云米智能门锁3D人脸智能门锁电子指纹锁家用防盗密码锁蓝调2a pro,10737,183,566.54,0.01704,3.10,52.77,0.00,0,0.00,0,0.00,0,899.00,4596.00,5495.00,5,1,4,0.02732,9.70,113.31,11,7,4,0.06011,8,0,,19,29.82,19,29.82,8,70.82,0.04372,51.50,5,9095.00,8,0,0,0,0.00,15,371,185,162,0.87568,0,0,0.03455,141,2,4,1,0,0.00,0,4,1,1373.75,606.93,1343,0.00,0.00,0
2025-09-13,839274619649,商品,云米昆仑3Pro矿泉即热净水器1000G鲜热净饮机母婴直饮RO膜反渗透,909,25,41.82,0.0275,1.67,46.01,0.00,0,0.00,0,0.00,0,0.00,1593.00,1593.00,1,0,1,0.04,38.09,41.82,1,1,0,0.04,0,0,,1,41.82,1,41.82,0,,0,41.82,1,2299.00,0,0,0,0,0.00,1,57,25,19,0.76,0,0,0.06271,31,2,1,1,0,0.00,0,1,1,1593.00,0.00,2408,0.00,0.00,0
2025-09-13,831641379841,商品,云米昆仑Super 2E 1000G矿泉净水器RO膜厨房自来水过滤器矿物质,884,14,94.37,0.01584,6.74,106.75,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,0,1,0.07143,0,0,,1,94.37,1,94.37,0,,0,94.37,0,0.00,0,0,0,0,0.00,0,51,12,11,0.91667,0,0,0.05769,35,4,0,,0,0.00,0,0,,,0.00,16,0.00,0.00,0
2025-09-13,828385611984,商品,云米热水器家用电热水器储水式卫生间洗澡速热出租房用50升X1,236,10,34.11,0.04237,3.41,144.53,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,0,1,0.1,0,1,34.11,2,17.06,1,34.11,1,,0,34.11,0,0.00,0,0,0,0,0.00,0,43,10,6,0.6,0,0,0.1822,33,4,0,,0,0.00,0,0,,,3.38,12,0.00,0.00,0
2025-09-13,825323478418,商品,云米鲲鹏油烟机家用厨房大吸力大风量抽油烟机单烟机,36,1,0.05,0.02778,0.05,1.39,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.02778,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-13,766129700011,商品,云米智能门锁人脸识别猫眼大屏指纹密码锁防盗家用智能锁Super2Y,11928,122,275.22,0.01023,2.26,23.07,0.00,0,0.00,0,0.00,0,2997.00,0.00,2997.00,3,3,0,0.02459,10.89,91.74,16,8,8,0.13115,5,1,275.22,22,12.51,21,13.11,6,55.04,0.04098,17.20,3,4797.00,3,2,0,0,0.00,12,233,114,104,0.91228,0,0,0.01953,97,2,2,0.66667,0,0.00,0,3,1,999.00,562.91,2074,0.00,0.00,0
2025-09-13,743595234042,商品,云米滚筒洗衣机12KG超薄直驱全自动家用大容量洗烘一体Super 2Max,60,1,0.66,0.01667,0.66,11.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,1,1,1,0,0,0.03333,1,2,0,,0,0.00,0,0,,,0.00,3,0.00,0.00,0
2025-09-13,714696231559,商品,以旧换新补贴云米冰箱十字门大容量超薄零嵌入式冰箱风冷无霜500,5135,79,49.38,0.01538,0.63,9.62,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.01266,1,0,,2,24.69,2,24.69,1,49.38,0.01266,49.38,0,0.00,1,0,0,0,0.00,1,137,58,44,0.75862,0,0,0.02668,41,2,0,,0,0.00,0,0,,,3.38,80,0.00,0.00,0
2025-09-13,679863140859,商品,云米super油烟机厨房家用24m?大吸力大风量抽烟机顶侧三吸旗舰店,192,2,4.63,0.01042,2.32,24.11,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.5,0,0,,1,4.63,1,4.63,0,,0,4.63,0,0.00,0,0,0,0,0.00,1,9,2,1,0.5,0,0,0.04688,7,5,0,,0,0.00,0,0,,,25.41,53,0.00,0.00,0
2025-09-13,678410193065,商品,云米小蓝调电热水器60升3200W家用租房卫生间洗澡速热一级能效,496,4,8.85,0.00806,2.21,17.84,0.00,0,0.00,0,0.00,0,0.00,2340.00,2340.00,1,0,1,0.25,264.41,8.85,0,0,0,0,1,0,,1,8.85,1,8.85,1,8.85,0.25,,1,3990.00,0,1,0,0,0.00,3,12,4,2,0.5,0,0,0.02419,8,3,1,1,0,0.00,0,1,1,2340.00,0.00,315,0.00,0.00,0
2025-09-13,678371690118,商品,云米电热水器50L升3200W家用速热触摸屏控制小蓝调,180,5,17.63,0.02778,3.53,97.94,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,14,4,3,0.75,0,0,0.07778,9,4,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-13,671890389960,商品,云米家用净水器ro反渗透净水机Super Y1200G管线机前置过滤器套餐,943,14,116.97,0.01485,8.36,124.04,0.00,0,0.00,0,0.00,0,0.00,849.00,849.00,1,0,1,0.07143,7.26,116.97,2,0,2,0.14286,0,0,,2,58.49,2,58.49,0,,0,58.49,1,2499.00,0,0,0,0,0.00,4,55,14,9,0.64286,0,0,0.05832,38,4,1,1,0,0.00,0,1,1,849.00,29.23,46,0.00,0.00,0
2025-09-13,656747298911,商品,云米10公斤超薄滚筒洗衣机除菌家用全自动洗烘干一体机Super2S,128,1,0.64,0.00781,0.64,5.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,1,1,1,0,0,0.01563,1,2,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-13,655513921354,商品,【超值套装】云米油烟机家用大吸力侧吸抽油烟机厨房净油烟旗舰店,283,11,38.43,0.03887,3.49,135.80,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,40,11,9,0.81818,0,0,0.14134,28,4,0,,0,0.00,0,0,,,3.38,3,0.00,0.00,0
2025-09-13,628098391023,商品,[超薄嵌入]云米滚筒洗衣机10公斤大容量全自动家用洗烘一体机m1,729,18,11.58,0.02469,0.64,15.88,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,26,18,17,0.94444,0,0,0.03567,8,1,0,,0,0.00,0,0,,,0.00,42,0.00,0.00,0
2025-09-13,625597690034,商品,云米净水器小蓝调600G+反渗透RO净水机家用直饮厨房已接入米家APP,1949,101,484.58,0.05182,4.80,248.63,0.00,0,0.00,0,0.00,0,4545.00,0.00,4545.00,5,5,0,0.0495,9.38,96.92,8,7,1,0.07921,2,0,,10,48.46,10,48.46,2,242.29,0.0198,60.57,10,24990.00,1,1,0,0,0.00,9,322,73,42,0.57534,0,0,0.16521,208,4,4,0.8,0,0.00,0,5,1,909.00,2171.80,1734,0.00,0.00,0
2025-09-13,622906064684,商品,云米蓝调2节能燃气热水器13L智能恒温家用洗澡防冻已接入米家APP,7057,83,87.14,0.01176,1.05,12.35,0.00,0,0.00,0,0.00,0,664.00,0.00,664.00,1,1,0,0.01205,7.62,87.14,1,1,0,0.01205,0,0,,1,87.14,1,87.14,0,,0,87.14,1,1299.00,0,0,0,0,0.00,2,236,88,73,0.82955,0,0,0.03344,56,3,1,1,0,0.00,0,1,1,664.00,625.99,812,0.00,0.00,0
2025-09-13,618018564033,商品,云米智能马桶泡沫盾座便器虹吸座圈恒温小鲸鱼2正品官方旗舰店,16,1,2.32,0.0625,2.32,145.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,7,1,1,1,0,0,0.4375,6,7,0,,0,0.00,0,0,,,3.33,0,0.00,0.00,0
2025-09-13,608854445255,商品,云米燃气热水器家用洗澡16升恒温零冷水天然气热水器Zero,504,7,3.72,0.01389,0.53,7.38,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,11,7,7,1,0,0,0.02183,2,2,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0
2025-09-13,606905855126,商品,云米Air电热水器扁桶双胆家用小户型速热储水式洗澡即热智控60升,1324,6,6.73,0.00453,1.12,5.08,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,8,5,3,0.6,0,0,0.00604,3,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0
2025-09-13,604198801818,商品,【旗舰爆款】云米厨房垃圾处理器家用厨余垃圾粉碎机厨余搅碎机,150,13,50.00,0.08667,3.85,333.33,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.07692,1,0,,2,25.00,2,25.00,1,50.00,0.07692,50.00,0,0.00,1,0,0,0,0.00,1,25,13,13,1,0,0,0.16667,12,2,0,,0,0.00,0,0,,,89.07,169,0.00,0.00,0
